"PS code, 2020",California Census tracts ,"Number of people in state prison from each Census tract, 2020","Census population, 2020","Total population, 2020","Imprisonment rate per 100,000"
6037269903,"Los Angeles County, Census Tract 2699.03",12,"3,815","3,827",314
6037269905,"Los Angeles County, Census Tract 2699.05",5,"2,661","2,666",188
6037269906,"Los Angeles County, Census Tract 2699.06",7,"3,037","3,044",230
6037269907,"Los Angeles County, Census Tract 2699.07",9,"2,671","2,680",336
6037269908,"Los Angeles County, Census Tract 2699.08",1,"1,861","1,862",54
6037269909,"Los Angeles County, Census Tract 2699.09",6,"2,243","2,249",267
6037270101,"Los Angeles County, Census Tract 2701.01",3,"2,002","2,005",150
6037270102,"Los Angeles County, Census Tract 2701.02",11,"2,186","2,197",501
6037270200,"Los Angeles County, Census Tract 2702",15,"3,487","3,502",428
6037270300,"Los Angeles County, Census Tract 2703",14,"2,651","2,665",525
6037271100,"Los Angeles County, Census Tract 2711",6,"2,569","2,575",233
6037271200,"Los Angeles County, Census Tract 2712",6,"2,592","2,598",231
6037271300,"Los Angeles County, Census Tract 2713",6,"4,779","4,785",125
6037271400,"Los Angeles County, Census Tract 2714",4,"3,482","3,486",115
6037271500,"Los Angeles County, Census Tract 2715",11,"3,095","3,106",354
6037271600,"Los Angeles County, Census Tract 2716",10,"4,826","4,836",207
6037271702,"Los Angeles County, Census Tract 2717.02",6,"4,527","4,533",132
6037271703,"Los Angeles County, Census Tract 2717.03",0,"3,191","3,191",0
6037271704,"Los Angeles County, Census Tract 2717.04",7,"2,878","2,885",243
6037271801,"Los Angeles County, Census Tract 2718.01",6,"3,666","3,672",163
6037271803,"Los Angeles County, Census Tract 2718.03",9,"3,039","3,048",295
6037271804,"Los Angeles County, Census Tract 2718.04",5,"2,565","2,570",195
6037271901,"Los Angeles County, Census Tract 2719.01",5,"2,861","2,866",174
6037271902,"Los Angeles County, Census Tract 2719.02",5,"4,044","4,049",123
6037272100,"Los Angeles County, Census Tract 2721",12,"4,332","4,344",276
6037272201,"Los Angeles County, Census Tract 2722.01",6,"2,394","2,400",250
6037272202,"Los Angeles County, Census Tract 2722.02",9,"3,159","3,168",284
6037272301,"Los Angeles County, Census Tract 2723.01",6,"3,000","3,006",200
6037272302,"Los Angeles County, Census Tract 2723.02",10,"3,897","3,907",256
6037273100,"Los Angeles County, Census Tract 2731",13,"3,597","3,610",360
6037273200,"Los Angeles County, Census Tract 2732",29,"3,596","3,625",800
6037273300,"Los Angeles County, Census Tract 2733",27,"3,477","3,504",771
6037273403,"Los Angeles County, Census Tract 2734.03",3,"1,564","1,567",191
6037273404,"Los Angeles County, Census Tract 2734.04",4,"1,558","1,562",256
6037273502,"Los Angeles County, Census Tract 2735.02",24,"2,680","2,704",888
6037273600,"Los Angeles County, Census Tract 2736",10,"2,189","2,199",455
6037273700,"Los Angeles County, Census Tract 2737",8,"2,748","2,756",290
6037273800,"Los Angeles County, Census Tract 2738",6,"2,933","2,939",204
6037273902,"Los Angeles County, Census Tract 2739.02",12,"4,278","4,290",280
6037274100,"Los Angeles County, Census Tract 2741",13,"4,824","4,837",269
6037274202,"Los Angeles County, Census Tract 2742.02",17,"4,903","4,920",346
6037275101,"Los Angeles County, Census Tract 2751.01",3,"1,186","1,189",252
6037275102,"Los Angeles County, Census Tract 2751.02",18,"3,816","3,834",469
6037275200,"Los Angeles County, Census Tract 2752",15,"3,850","3,865",388
6037275311,"Los Angeles County, Census Tract 2753.11",17,"4,955","4,972",342
6037275312,"Los Angeles County, Census Tract 2753.12",8,"2,201","2,209",362
6037275313,"Los Angeles County, Census Tract 2753.13",3,"3,321","3,324",90
6037275400,"Los Angeles County, Census Tract 2754",10,"4,625","4,635",216
6037275500,"Los Angeles County, Census Tract 2755",25,"5,307","5,332",469
6037275603,"Los Angeles County, Census Tract 2756.03",7,"2,731","2,738",256
6037275604,"Los Angeles County, Census Tract 2756.04",15,"10,520","10,535",142
6037275605,"Los Angeles County, Census Tract 2756.05",3,"3,581","3,584",84
6037276000,"Los Angeles County, Census Tract 2760",12,"6,674","6,686",179
6037276101,"Los Angeles County, Census Tract 2761.01",11,"3,787","3,798",290
6037276102,"Los Angeles County, Census Tract 2761.02",6,"3,310","3,316",181
6037276400,"Los Angeles County, Census Tract 2764",7,"4,099","4,106",170
6037276500,"Los Angeles County, Census Tract 2765",8,"4,982","4,990",160
6037276601,"Los Angeles County, Census Tract 2766.01",8,"4,058","4,066",197
6037276605,"Los Angeles County, Census Tract 2766.05",2,"2,093","2,095",95
6037276606,"Los Angeles County, Census Tract 2766.06",5,"3,353","3,358",149
6037276607,"Los Angeles County, Census Tract 2766.07",5,"2,974","2,979",168
6037276608,"Los Angeles County, Census Tract 2766.08",2,"2,106","2,108",95
6037277000,"Los Angeles County, Census Tract 2770",24,"5,637","5,661",424
6037277100,"Los Angeles County, Census Tract 2771",8,"3,017","3,025",264
6037277200,"Los Angeles County, Census Tract 2772",12,"1,969","1,981",606
6037277400,"Los Angeles County, Census Tract 2774",7,3,10,"70,000"
6037278001,"Los Angeles County, Census Tract 2780.01",19,"2,687","2,706",702
6037278102,"Los Angeles County, Census Tract 2781.02",4,"2,958","2,962",135
6037291110,"Los Angeles County, Census Tract 2911.1",32,"4,213","4,245",754
6037291120,"Los Angeles County, Census Tract 2911.2",7,"2,037","2,044",342
6037291130,"Los Angeles County, Census Tract 2911.3",20,"3,454","3,474",576
6037291210,"Los Angeles County, Census Tract 2912.1",9,"5,162","5,171",174
6037291220,"Los Angeles County, Census Tract 2912.2",20,"3,255","3,275",611
6037291300,"Los Angeles County, Census Tract 2913",7,"2,839","2,846",246
6037292001,"Los Angeles County, Census Tract 2920.01",40,"4,791","4,831",828
6037292002,"Los Angeles County, Census Tract 2920.02",5,"1,688","1,693",295
6037293203,"Los Angeles County, Census Tract 2932.03",11,"3,337","3,348",329
6037293204,"Los Angeles County, Census Tract 2932.04",7,"3,119","3,126",224
6037293205,"Los Angeles County, Census Tract 2932.05",17,"3,873","3,890",437
6037293206,"Los Angeles County, Census Tract 2932.06",11,"3,330","3,341",329
6037293301,"Los Angeles County, Census Tract 2933.01",5,"2,793","2,798",179
6037293302,"Los Angeles County, Census Tract 2933.02",9,"4,809","4,818",187
6037293304,"Los Angeles County, Census Tract 2933.04",15,"4,150","4,165",360
6037293306,"Los Angeles County, Census Tract 2933.06",7,"2,571","2,578",272
6037293307,"Los Angeles County, Census Tract 2933.07",5,"2,460","2,465",203
6037294110,"Los Angeles County, Census Tract 2941.1",28,"3,876","3,904",717
6037294120,"Los Angeles County, Census Tract 2941.2",17,"2,324","2,341",726
6037294200,"Los Angeles County, Census Tract 2942",26,"4,658","4,684",555
6037294301,"Los Angeles County, Census Tract 2943.01",11,"2,501","2,512",438
6037294302,"Los Angeles County, Census Tract 2943.02",26,"4,513","4,539",573
6037294410,"Los Angeles County, Census Tract 2944.1",27,"5,310","5,337",506
6037294421,"Los Angeles County, Census Tract 2944.21",11,"2,794","2,805",392
6037294510,"Los Angeles County, Census Tract 2945.1",16,"4,057","4,073",393
6037294520,"Los Angeles County, Census Tract 2945.2",13,"3,459","3,472",374
6037294610,"Los Angeles County, Census Tract 2946.1",16,"4,025","4,041",396
6037294620,"Los Angeles County, Census Tract 2946.2",25,"4,034","4,059",616
6037294701,"Los Angeles County, Census Tract 2947.01",25,"3,110","3,135",797
6037294810,"Los Angeles County, Census Tract 2948.1",12,"3,729","3,741",321
6037294820,"Los Angeles County, Census Tract 2948.2",13,"3,346","3,359",387
6037294830,"Los Angeles County, Census Tract 2948.3",17,"3,838","3,855",441
6037294900,"Los Angeles County, Census Tract 2949",23,"3,871","3,894",591
6037295103,"Los Angeles County, Census Tract 2951.03",13,"4,978","4,991",260
6037296210,"Los Angeles County, Census Tract 2962.1",28,"2,976","3,004",932
6037296220,"Los Angeles County, Census Tract 2962.2",23,"4,449","4,472",514
6037296300,"Los Angeles County, Census Tract 2963",11,"4,874","4,885",225
6037296401,"Los Angeles County, Census Tract 2964.01",13,"3,176","3,189",408
6037296402,"Los Angeles County, Census Tract 2964.02",10,"2,971","2,981",335
6037296500,"Los Angeles County, Census Tract 2965",30,"3,796","3,826",784
6037296600,"Los Angeles County, Census Tract 2966",24,"5,305","5,329",450
6037296901,"Los Angeles County, Census Tract 2969.01",19,"4,148","4,167",456
6037296902,"Los Angeles County, Census Tract 2969.02",17,"3,987","4,004",425
6037297001,"Los Angeles County, Census Tract 2970.01",4,"1,662","1,666",240
6037297002,"Los Angeles County, Census Tract 2970.02",11,"3,657","3,668",300
6037297110,"Los Angeles County, Census Tract 2971.1",21,"4,298","4,317",486
6037297120,"Los Angeles County, Census Tract 2971.2",16,"3,425","3,441",465
6037297201,"Los Angeles County, Census Tract 2972.01",12,"3,879","3,891",308
6037297202,"Los Angeles County, Census Tract 2972.02",16,"3,546","3,562",449
6037297300,"Los Angeles County, Census Tract 2973",13,"2,306","2,319",561
6037297400,"Los Angeles County, Census Tract 2974",10,"3,760","3,770",265
6037297501,"Los Angeles County, Census Tract 2975.01",5,"2,483","2,488",201
6037297502,"Los Angeles County, Census Tract 2975.02",8,"2,508","2,516",318
6037297601,"Los Angeles County, Census Tract 2976.01",11,"2,781","2,792",394
6037297602,"Los Angeles County, Census Tract 2976.02",6,"3,579","3,585",167
6037300100,"Los Angeles County, Census Tract 3001",14,"6,060","6,074",230
6037300200,"Los Angeles County, Census Tract 3002",12,"5,492","5,504",218
6037300301,"Los Angeles County, Census Tract 3003.01",10,"6,289","6,299",159
6037300400,"Los Angeles County, Census Tract 3004",18,"5,948","5,966",302
6037300501,"Los Angeles County, Census Tract 3005.01",11,"3,124","3,135",351
6037300503,"Los Angeles County, Census Tract 3005.03",9,"5,321","5,330",169
6037300601,"Los Angeles County, Census Tract 3006.01",12,"5,346","5,358",224
6037300602,"Los Angeles County, Census Tract 3006.02",2,"3,580","3,582",56
6037300701,"Los Angeles County, Census Tract 3007.01",17,"6,263","6,280",271
6037300702,"Los Angeles County, Census Tract 3007.02",11,"5,725","5,736",192
6037300800,"Los Angeles County, Census Tract 3008",12,"7,100","7,112",169
6037300901,"Los Angeles County, Census Tract 3009.01",9,"6,478","6,487",139
6037300902,"Los Angeles County, Census Tract 3009.02",4,"2,012","2,016",198
6037301000,"Los Angeles County, Census Tract 3010",7,"5,050","5,057",138
6037301100,"Los Angeles County, Census Tract 3011",12,"6,571","6,583",182
6037301203,"Los Angeles County, Census Tract 3012.03",7,"4,417","4,424",158
6037301204,"Los Angeles County, Census Tract 3012.04",8,"4,934","4,942",162
6037301205,"Los Angeles County, Census Tract 3012.05",6,"2,211","2,217",271
6037301206,"Los Angeles County, Census Tract 3012.06",8,"5,275","5,283",151
6037301300,"Los Angeles County, Census Tract 3013",8,"2,070","2,078",385
6037301400,"Los Angeles County, Census Tract 3014",11,"3,936","3,947",279
6037301501,"Los Angeles County, Census Tract 3015.01",0,"1,861","1,861",0
6037301502,"Los Angeles County, Census Tract 3015.02",14,"6,718","6,732",208
6037301601,"Los Angeles County, Census Tract 3016.01",11,"5,952","5,963",184
6037301602,"Los Angeles County, Census Tract 3016.02",16,"3,904","3,920",408
6037301701,"Los Angeles County, Census Tract 3017.01",3,"2,852","2,855",105
6037301702,"Los Angeles County, Census Tract 3017.02",18,"5,639","5,657",318
6037301801,"Los Angeles County, Census Tract 3018.01",11,"6,139","6,150",179
6037301802,"Los Angeles County, Census Tract 3018.02",15,"5,424","5,439",276
6037301901,"Los Angeles County, Census Tract 3019.01",9,"4,857","4,866",185
6037301902,"Los Angeles County, Census Tract 3019.02",5,"3,140","3,145",159
6037302002,"Los Angeles County, Census Tract 3020.02",14,"3,998","4,012",349
6037302003,"Los Angeles County, Census Tract 3020.03",8,"3,496","3,504",228
6037302004,"Los Angeles County, Census Tract 3020.04",14,"4,175","4,189",334
6037302102,"Los Angeles County, Census Tract 3021.02",13,"6,221","6,234",209
6037302103,"Los Angeles County, Census Tract 3021.03",13,"5,334","5,347",243
6037302104,"Los Angeles County, Census Tract 3021.04",7,"3,859","3,866",181
6037302201,"Los Angeles County, Census Tract 3022.01",5,"4,017","4,022",124
6037302202,"Los Angeles County, Census Tract 3022.02",9,"4,933","4,942",182
6037302301,"Los Angeles County, Census Tract 3023.01",12,"3,804","3,816",314
6037302302,"Los Angeles County, Census Tract 3023.02",14,"5,417","5,431",258
6037302401,"Los Angeles County, Census Tract 3024.01",18,"6,484","6,502",277
6037302503,"Los Angeles County, Census Tract 3025.03",11,"4,011","4,022",274
6037302504,"Los Angeles County, Census Tract 3025.04",16,"3,927","3,943",406
6037302505,"Los Angeles County, Census Tract 3025.05",9,"3,766","3,775",238
6037302506,"Los Angeles County, Census Tract 3025.06",10,"3,410","3,420",292
6037310100,"Los Angeles County, Census Tract 3101",14,"5,885","5,899",237
6037310201,"Los Angeles County, Census Tract 3102.01",10,"5,521","5,531",181
6037310202,"Los Angeles County, Census Tract 3102.02",11,"4,945","4,956",222
6037310300,"Los Angeles County, Census Tract 3103",13,"3,132","3,145",413
6037310400,"Los Angeles County, Census Tract 3104",5,"3,555","3,560",140
6037310501,"Los Angeles County, Census Tract 3105.01",15,"3,788","3,803",394
6037310601,"Los Angeles County, Census Tract 3106.01",7,"6,085","6,092",115
6037310602,"Los Angeles County, Census Tract 3106.02",24,"2,956","2,980",805
6037310701,"Los Angeles County, Census Tract 3107.01",5,"2,482","2,487",201
6037310703,"Los Angeles County, Census Tract 3107.03",16,"5,126","5,142",311
6037310704,"Los Angeles County, Census Tract 3107.04",12,"4,989","5,001",240
6037310705,"Los Angeles County, Census Tract 3107.05",6,"2,387","2,393",251
6037310800,"Los Angeles County, Census Tract 3108",19,"5,098","5,117",371
6037310900,"Los Angeles County, Census Tract 3109",16,"6,999","7,015",228
6037311000,"Los Angeles County, Census Tract 3110",9,"3,872","3,881",232
6037311100,"Los Angeles County, Census Tract 3111",7,"4,010","4,017",174
6037311200,"Los Angeles County, Census Tract 3112",6,"3,270","3,276",183
6037311300,"Los Angeles County, Census Tract 3113",15,"3,874","3,889",386
6037311400,"Los Angeles County, Census Tract 3114",6,"2,454","2,460",244
6037311500,"Los Angeles County, Census Tract 3115",10,"5,921","5,931",169
6037311601,"Los Angeles County, Census Tract 3116.01",5,"2,532","2,537",197
6037311602,"Los Angeles County, Census Tract 3116.02",9,"5,254","5,263",171
6037311700,"Los Angeles County, Census Tract 3117",17,"6,227","6,244",272
6037311801,"Los Angeles County, Census Tract 3118.01",9,"3,066","3,075",293
6037311802,"Los Angeles County, Census Tract 3118.02",10,"3,881","3,891",257
6037320101,"Los Angeles County, Census Tract 3201.01",18,"3,632","3,650",493
6037320102,"Los Angeles County, Census Tract 3201.02",12,"3,573","3,585",335
6037320201,"Los Angeles County, Census Tract 3202.01",21,"3,818","3,839",547
6037320202,"Los Angeles County, Census Tract 3202.02",29,"5,693","5,722",507
6037320300,"Los Angeles County, Census Tract 3203",30,"7,230","7,260",413
6037400205,"Los Angeles County, Census Tract 4002.05",12,"3,053","3,065",392
6037400206,"Los Angeles County, Census Tract 4002.06",10,"5,184","5,194",193
6037400207,"Los Angeles County, Census Tract 4002.07",10,"4,706","4,716",212
6037400208,"Los Angeles County, Census Tract 4002.08",1,"1,559","1,560",64
6037400209,"Los Angeles County, Census Tract 4002.09",14,"4,775","4,789",292
6037400304,"Los Angeles County, Census Tract 4003.04",15,"8,163","8,178",183
6037400402,"Los Angeles County, Census Tract 4004.02",8,"4,370","4,378",183
6037400403,"Los Angeles County, Census Tract 4004.03",10,"3,993","4,003",250
6037400404,"Los Angeles County, Census Tract 4004.04",10,"4,458","4,468",224
6037400501,"Los Angeles County, Census Tract 4005.01",7,"2,051","2,058",340
6037400602,"Los Angeles County, Census Tract 4006.02",30,"4,817","4,847",619
6037400603,"Los Angeles County, Census Tract 4006.03",19,"5,514","5,533",343
6037400605,"Los Angeles County, Census Tract 4006.05",14,"7,161","7,175",195
6037400801,"Los Angeles County, Census Tract 4008.01",17,"7,039","7,056",241
6037401001,"Los Angeles County, Census Tract 4010.01",10,"3,051","3,061",327
6037401002,"Los Angeles County, Census Tract 4010.02",17,"4,164","4,181",407
6037401101,"Los Angeles County, Census Tract 4011.01",29,"5,433","5,462",531
6037401102,"Los Angeles County, Census Tract 4011.02",13,"4,051","4,064",320
6037401201,"Los Angeles County, Census Tract 4012.01",2,"3,188","3,190",63
6037401202,"Los Angeles County, Census Tract 4012.02",16,"4,439","4,455",359
6037401203,"Los Angeles County, Census Tract 4012.03",20,"5,386","5,406",370
6037401303,"Los Angeles County, Census Tract 4013.03",3,"2,235","2,238",134
6037401304,"Los Angeles County, Census Tract 4013.04",16,"5,683","5,699",281
6037401311,"Los Angeles County, Census Tract 4013.11",27,"6,909","6,936",389
6037401312,"Los Angeles County, Census Tract 4013.12",11,"5,210","5,221",211
6037401500,"Los Angeles County, Census Tract 4015",18,"5,027","5,045",357
